"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"77","Europe and Central Asia","Pasture","Region","2020_2050",4639484.54125118,4315534.19006809,-323950.351183096
"78","Europe and Central Asia","Pasture","Region","2020_2070",4639484.54125118,4226034.97395304,-413449.567298141
"79","Africa","Primary_vegetation","Region","2020_2030",16157140.9158906,15039394.3603201,-1117746.55557048
"80","Africa","Primary_vegetation","Region","2020_2050",16157140.9158906,14728980.3297722,-1428160.58611843
"81","Africa","Primary_vegetation","Region","2020_2070",16157140.9158906,14319248.5871792,-1837892.32871137
"82","Americas","Primary_vegetation","Region","2020_2030",23592904.155641,20654684.6150269,-2938219.54061411
"83","Americas","Primary_vegetation","Region","2020_2050",23592904.155641,19616312.2592286,-3976591.89641248
"84","Americas","Primary_vegetation","Region","2020_2070",23592904.155641,18975559.1402509,-4617345.01539019
"85","Antarctica","Primary_vegetation","Region","2020_2030",1519.04416943512,1519.04416943512,0
"86","Antarctica","Primary_vegetation","Region","2020_2050",1519.04416943512,1519.04416943512,0
"87","Antarctica","Primary_vegetation","Region","2020_2070",1519.04416943512,1519.04416943512,0
"88","Asia and the Pacific","Primary_vegetation","Region","2020_2030",13829031.3362543,11729100.8019339,-2099930.53432045
"89","Asia and the Pacific","Primary_vegetation","Region","2020_2050",13829031.3362543,11218569.2159266,-2610462.12032775
"90","Asia and the Pacific","Primary_vegetation","Region","2020_2070",13829031.3362543,10647293.2501873,-3181738.08606704
"91","Europe and Central Asia","Primary_vegetation","Region","2020_2030",15629256.8462515,13826303.1754136,-1802953.67083788
"92","Europe and Central Asia","Primary_vegetation","Region","2020_2050",15629256.8462515,13176852.6270972,-2452404.2191543
"93","Europe and Central Asia","Primary_vegetation","Region","2020_2070",15629256.8462515,12881992.0612654,-2747264.78498613
"94","Antarctica","Urban","Sub_Region","2020_2030",0,0,0
"95","Antarctica","Urban","Sub_Region","2020_2050",0,0,0
"96","Antarctica","Urban","Sub_Region","2020_2070",0,0,0
"97","Caribbean","Urban","Sub_Region","2020_2030",7253.26436053912,9282.43312064218,2029.16876010306
"98","Caribbean","Urban","Sub_Region","2020_2050",7253.26436053912,11731.0485290458,4477.78416850668
"99","Caribbean","Urban","Sub_Region","2020_2070",7253.26436053912,12568.017675591,5314.75331505185
"100","Central Africa","Urban","Sub_Region","2020_2030",6592.7466149499,6500.0158814168,-92.7307335331006
"101","Central Africa","Urban","Sub_Region","2020_2050",6592.7466149499,16029.2937033723,9436.54708842241
"102","Central Africa","Urban","Sub_Region","2020_2070",6592.7466149499,26328.2951871594,19735.5485722095
"103","Central Asia","Urban","Sub_Region","2020_2030",9754.24428582673,13578.9200469502,3824.67576112343
"104","Central Asia","Urban","Sub_Region","2020_2050",9754.24428582673,21278.3364977486,11524.0922119219
"105","Central Asia","Urban","Sub_Region","2020_2070",9754.24428582673,21469.1683670059,11714.9240811792
"106","Central and Western Europe","Urban","Sub_Region","2020_2030",130199.964224349,148995.185547839,18795.2213234904
"107","Central and Western Europe","Urban","Sub_Region","2020_2050",130199.964224349,189577.435186352,59377.4709620035
"108","Central and Western Europe","Urban","Sub_Region","2020_2070",130199.964224349,195111.144463971,64911.180239622
"109","East Africa and adjacent islands","Urban","Sub_Region","2020_2030",10613.7261662809,26350.0108053996,15736.2846391187
"110","East Africa and adjacent islands","Urban","Sub_Region","2020_2050",10613.7261662809,49361.1889426063,38747.4627763254
"111","East Africa and adjacent islands","Urban","Sub_Region","2020_2070",10613.7261662809,55618.9759084924,45005.2497422115
"112","Eastern Europe","Urban","Sub_Region","2020_2030",34862.4789632923,37447.0907741645,2584.6118108722
"113","Eastern Europe","Urban","Sub_Region","2020_2050",34862.4789632923,41771.6356949445,6909.1567316522
"114","Eastern Europe","Urban","Sub_Region","2020_2070",34862.4789632923,35692.7986113418,830.319648049546
"115","Mesoamerica","Urban","Sub_Region","2020_2030",20207.9990234436,24609.7390377515,4401.74001430795
"116","Mesoamerica","Urban","Sub_Region","2020_2050",20207.9990234436,32639.9597429294,12431.9607194858
"117","Mesoamerica","Urban","Sub_Region","2020_2070",20207.9990234436,31696.3330511115,11488.334027668
"118","North Africa","Urban","Sub_Region","2020_2030",19466.2252728997,27118.7560986794,7652.53082577971
"119","North Africa","Urban","Sub_Region","2020_2050",19466.2252728997,38307.4399466631,18841.2146737634
"120","North Africa","Urban","Sub_Region","2020_2070",19466.2252728997,41750.4261116661,22284.2008387664
"121","North America","Urban","Sub_Region","2020_2030",244961.294831706,286323.101035631,41361.806203925
"122","North America","Urban","Sub_Region","2020_2050",244961.294831706,380788.205933565,135826.911101859
"123","North America","Urban","Sub_Region","2020_2070",244961.294831706,411366.680198767,166405.385367061
"124","North-East Asia","Urban","Sub_Region","2020_2030",93123.8080949167,109610.710195732,16486.9021008149
"125","North-East Asia","Urban","Sub_Region","2020_2050",93123.8080949167,132716.747982359,39592.9398874426
"126","North-East Asia","Urban","Sub_Region","2020_2070",93123.8080949167,117479.261276098,24355.4531811814
"127","Oceania","Urban","Sub_Region","2020_2030",22429.7105818539,25830.2901397079,3400.57955785401
"128","Oceania","Urban","Sub_Region","2020_2050",22429.7105818539,34694.6638244708,12264.9532426169
"129","Oceania","Urban","Sub_Region","2020_2070",22429.7105818539,36899.6520313177,14469.9414494637
"130","South America","Urban","Sub_Region","2020_2030",59007.5694052493,68889.447185844,9881.87778059471
"131","South America","Urban","Sub_Region","2020_2050",59007.5694052493,84369.4811745366,25361.9117692873
"132","South America","Urban","Sub_Region","2020_2070",59007.5694052493,81396.7046790279,22389.1352737787
"133","South Asia","Urban","Sub_Region","2020_2030",48995.7168352147,76316.9575669414,27321.2407317267
"134","South Asia","Urban","Sub_Region","2020_2050",48995.7168352147,127892.695536748,78896.9787015332
"135","South Asia","Urban","Sub_Region","2020_2070",48995.7168352147,134435.507923463,85439.7910882486
"136","South-East Asia","Urban","Sub_Region","2020_2030",35449.7122145355,47399.2873509474,11949.5751364119
"137","South-East Asia","Urban","Sub_Region","2020_2050",35449.7122145355,71845.8686792413,36396.1564647058
"138","South-East Asia","Urban","Sub_Region","2020_2070",35449.7122145355,75326.7096402374,39876.9974257019
"139","Southern Africa","Urban","Sub_Region","2020_2030",16206.1384741271,16822.0002816054,615.861807478383
"140","Southern Africa","Urban","Sub_Region","2020_2050",16206.1384741271,27944.9279325044,11738.7894583774
"141","Southern Africa","Urban","Sub_Region","2020_2070",16206.1384741271,38586.9160784286,22380.7776043015
"142","West Africa","Urban","Sub_Region","2020_2030",22322.6132963296,34659.9417228837,12337.3284265542
"143","West Africa","Urban","Sub_Region","2020_2050",22322.6132963296,59400.6440827024,37078.0307863728
"144","West Africa","Urban","Sub_Region","2020_2070",22322.6132963296,66670.178455709,44347.5651593794
"145","Western Asia","Urban","Sub_Region","2020_2030",19878.1529156872,21092.3765064476,1214.22359076047
"146","Western Asia","Urban","Sub_Region","2020_2050",19878.1529156872,25284.1779162696,5406.02500058241
"147","Western Asia","Urban","Sub_Region","2020_2070",19878.1529156872,25981.8027349017,6103.64981921454
"148","Antarctica","Cropland","Sub_Region","2020_2030",0,0,0
"149","Antarctica","Cropland","Sub_Region","2020_2050",0,0,0
"150","Antarctica","Cropland","Sub_Region","2020_2070",0,0,0
"151","Caribbean","Cropland","Sub_Region","2020_2030",72975.5935616443,18607.0841428065,-54368.5094188378
"152","Caribbean","Cropland","Sub_Region","2020_2050",72975.5935616443,11107.8324859968,-61867.7610756475
"153","Caribbean","Cropland","Sub_Region","2020_2070",72975.5935616443,2325.2589111734,-70650.3346504709
"154","Central Africa","Cropland","Sub_Region","2020_2030",300094.420812916,21084.1268883325,-279010.293924584
"155","Central Africa","Cropland","Sub_Region","2020_2050",300094.420812916,31442.2774228457,-268652.143390071
"156","Central Africa","Cropland","Sub_Region","2020_2070",300094.420812916,2740.42834333362,-297353.992469583
"157","Central Asia","Cropland","Sub_Region","2020_2030",384509.175536954,384456.90963586,-52.2659010939533
"158","Central Asia","Cropland","Sub_Region","2020_2050",384509.175536954,412930.933676377,28421.7581394229
"159","Central Asia","Cropland","Sub_Region","2020_2070",384509.175536954,404326.485527261,19817.309990307
"160","Central and Western Europe","Cropland","Sub_Region","2020_2030",1525147.7486994,1696282.59106325,171134.842363849
"161","Central and Western Europe","Cropland","Sub_Region","2020_2050",1525147.7486994,1535294.59068653,10146.8419871272
"162","Central and Western Europe","Cropland","Sub_Region","2020_2070",1525147.7486994,1343948.98122245,-181198.76747695
"163","East Africa and adjacent islands","Cropland","Sub_Region","2020_2030",646235.018311547,196316.278454223,-449918.739857325
"164","East Africa and adjacent islands","Cropland","Sub_Region","2020_2050",646235.018311547,390787.196657608,-255447.821653939
"165","East Africa and adjacent islands","Cropland","Sub_Region","2020_2070",646235.018311547,172421.148545267,-473813.86976628
"166","Eastern Europe","Cropland","Sub_Region","2020_2030",1728652.97517683,1887488.72120697,158835.746030146
"167","Eastern Europe","Cropland","Sub_Region","2020_2050",1728652.97517683,1672273.46275246,-56379.512424371
"168","Eastern Europe","Cropland","Sub_Region","2020_2070",1728652.97517683,1605205.10352272,-123447.871654113
"169","Mesoamerica","Cropland","Sub_Region","2020_2030",343041.331496618,110899.326887586,-232142.004609032
"170","Mesoamerica","Cropland","Sub_Region","2020_2050",343041.331496618,81656.9764966565,-261384.354999962
"171","Mesoamerica","Cropland","Sub_Region","2020_2070",343041.331496618,52519.0141831958,-290522.317313422
"172","North Africa","Cropland","Sub_Region","2020_2030",595528.362532349,388523.897682001,-207004.464850347
"173","North Africa","Cropland","Sub_Region","2020_2050",595528.362532349,472544.945092932,-122983.417439417
"174","North Africa","Cropland","Sub_Region","2020_2070",595528.362532349,374657.794531778,-220870.568000571
"175","North America","Cropland","Sub_Region","2020_2030",2109758.57309843,2327024.78248553,217266.209387095
"176","North America","Cropland","Sub_Region","2020_2050",2109758.57309843,2194666.89180798,84908.31870955
"177","North America","Cropland","Sub_Region","2020_2070",2109758.57309843,2161488.46241864,51729.889320204
"178","North-East Asia","Cropland","Sub_Region","2020_2030",1408483.45356268,1416123.07280029,7639.61923760967
"179","North-East Asia","Cropland","Sub_Region","2020_2050",1408483.45356268,1399907.64378967,-8575.80977301276
"180","North-East Asia","Cropland","Sub_Region","2020_2070",1408483.45356268,1129129.43678002,-279354.016782657
"181","Oceania","Cropland","Sub_Region","2020_2030",518912.885020448,513042.936494163,-5869.94852628518
"182","Oceania","Cropland","Sub_Region","2020_2050",518912.885020448,732487.256312109,213574.371291661
"183","Oceania","Cropland","Sub_Region","2020_2070",518912.885020448,600446.55461984,81533.6695993925
"184","South America","Cropland","Sub_Region","2020_2030",1687252.2039913,540672.267306603,-1146579.9366847
"185","South America","Cropland","Sub_Region","2020_2050",1687252.2039913,440746.669488712,-1246505.53450259
"186","South America","Cropland","Sub_Region","2020_2070",1687252.2039913,373413.630871553,-1313838.57311975
"187","South Asia","Cropland","Sub_Region","2020_2030",2475889.9198133,2065151.36217915,-410738.557634144
"188","South Asia","Cropland","Sub_Region","2020_2050",2475889.9198133,1940830.98786529,-535058.931948003
"189","South Asia","Cropland","Sub_Region","2020_2070",2475889.9198133,1013499.27754384,-1462390.64226946
"190","South-East Asia","Cropland","Sub_Region","2020_2030",1216864.85406864,470126.11358996,-746738.740478683
"191","South-East Asia","Cropland","Sub_Region","2020_2050",1216864.85406864,375219.219571142,-841645.6344975
"192","South-East Asia","Cropland","Sub_Region","2020_2070",1216864.85406864,21311.9928151105,-1195552.86125353
"193","Southern Africa","Cropland","Sub_Region","2020_2030",379814.999466095,168080.228579341,-211734.770886753
"194","Southern Africa","Cropland","Sub_Region","2020_2050",379814.999466095,397619.621912673,17804.6224465782
"195","Southern Africa","Cropland","Sub_Region","2020_2070",379814.999466095,140131.238580478,-239683.760885616
"196","West Africa","Cropland","Sub_Region","2020_2030",1083554.24768543,97850.9699034119,-985703.277782013
"197","West Africa","Cropland","Sub_Region","2020_2050",1083554.24768543,98500.6187429764,-985053.628942449
"198","West Africa","Cropland","Sub_Region","2020_2070",1083554.24768543,19476.2942701694,-1064077.95341526
"199","Western Asia","Cropland","Sub_Region","2020_2030",147039.947535604,150140.506558777,3100.55902317312
"200","Western Asia","Cropland","Sub_Region","2020_2050",147039.947535604,157324.247629114,10284.3000935107
"201","Western Asia","Cropland","Sub_Region","2020_2070",147039.947535604,163916.336045154,16876.3885095505
"202","Antarctica","Secondary_vegetation","Sub_Region","2020_2030",0,0,0
"203","Antarctica","Secondary_vegetation","Sub_Region","2020_2050",0,0,0
"204","Antarctica","Secondary_vegetation","Sub_Region","2020_2070",0,0,0
"205","Caribbean","Secondary_vegetation","Sub_Region","2020_2030",15799.128971851,38343.9334111556,22544.8044393046
"206","Caribbean","Secondary_vegetation","Sub_Region","2020_2050",15799.128971851,46344.4542025203,30545.3252306693
"207","Caribbean","Secondary_vegetation","Sub_Region","2020_2070",15799.128971851,47573.8140937919,31774.6851219409
"208","Central Africa","Secondary_vegetation","Sub_Region","2020_2030",722275.091564362,699512.008955339,-22763.0826090238
"209","Central Africa","Secondary_vegetation","Sub_Region","2020_2050",722275.091564362,675591.837456846,-46683.2541075167
"210","Central Africa","Secondary_vegetation","Sub_Region","2020_2070",722275.091564362,636093.277766979,-86181.8137973833
"211","Central Asia","Secondary_vegetation","Sub_Region","2020_2030",163536.193640002,329001.362212606,165465.168572604
"212","Central Asia","Secondary_vegetation","Sub_Region","2020_2050",163536.193640002,326020.153166732,162483.95952673
"213","Central Asia","Secondary_vegetation","Sub_Region","2020_2070",163536.193640002,349930.108198952,186393.91455895
"214","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2030",1858325.72593165,2365185.14941169,506859.423480042
"215","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2050",1858325.72593165,2995845.15752394,1137519.43159229
"216","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2070",1858325.72593165,3418539.13613431,1560213.41020266
"217","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2030",402850.746799863,481429.167466176,78578.4206663131
"218","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2050",402850.746799863,472307.457946446,69456.7111465835
"219","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2070",402850.746799863,437586.944668795,34736.1978689327
"220","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2030",1717794.37202441,2572811.24800604,855016.87598163
"221","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2050",1717794.37202441,3134145.74507946,1416351.37305506
"222","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2070",1717794.37202441,3341493.26357557,1623698.89155116
"223","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2030",107871.097721673,175410.240369916,67539.1426482433
"224","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2050",107871.097721673,258194.742333191,150323.644611518
"225","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2070",107871.097721673,308705.42448031,200834.326758637
"226","North Africa","Secondary_vegetation","Sub_Region","2020_2030",104909.342275483,324741.179288851,219831.837013368
"227","North Africa","Secondary_vegetation","Sub_Region","2020_2050",104909.342275483,350183.278133389,245273.935857906
"228","North Africa","Secondary_vegetation","Sub_Region","2020_2070",104909.342275483,388153.815529736,283244.473254253
"229","North America","Secondary_vegetation","Sub_Region","2020_2030",2079664.23635427,3817676.40523377,1738012.1688795
"230","North America","Secondary_vegetation","Sub_Region","2020_2050",2079664.23635427,4410260.89333296,2330596.65697869
"231","North America","Secondary_vegetation","Sub_Region","2020_2070",2079664.23635427,4828484.52800134,2748820.29164707
"232","North-East Asia","Secondary_vegetation","Sub_Region","2020_2030",1189574.66009376,1752719.87191054,563145.211816777
"233","North-East Asia","Secondary_vegetation","Sub_Region","2020_2050",1189574.66009376,1894600.20652066,705025.546426897
"234","North-East Asia","Secondary_vegetation","Sub_Region","2020_2070",1189574.66009376,2160463.15723221,970888.497138442
"235","Oceania","Secondary_vegetation","Sub_Region","2020_2030",831795.298742825,1135950.351801,304155.053058177
"236","Oceania","Secondary_vegetation","Sub_Region","2020_2050",831795.298742825,1190112.10198713,358316.803244303
"237","Oceania","Secondary_vegetation","Sub_Region","2020_2070",831795.298742825,1354932.29267338,523136.993930554
"238","South America","Secondary_vegetation","Sub_Region","2020_2030",1663971.02440686,2518720.1883477,854749.163940836
"239","South America","Secondary_vegetation","Sub_Region","2020_2050",1663971.02440686,3582482.95007869,1918511.92567182
"240","South America","Secondary_vegetation","Sub_Region","2020_2070",1663971.02440686,3789989.3700745,2126018.34566763
"241","South Asia","Secondary_vegetation","Sub_Region","2020_2030",809919.73352856,1168453.58589065,358533.852362091
"242","South Asia","Secondary_vegetation","Sub_Region","2020_2050",809919.73352856,1275428.22025568,465508.486727118
"243","South Asia","Secondary_vegetation","Sub_Region","2020_2070",809919.73352856,1326532.61795477,516612.88442621
"244","South-East Asia","Secondary_vegetation","Sub_Region","2020_2030",680981.891970538,754499.574745516,73517.6827749783
"245","South-East Asia","Secondary_vegetation","Sub_Region","2020_2050",680981.891970538,939186.600185486,258204.708214948
"246","South-East Asia","Secondary_vegetation","Sub_Region","2020_2070",680981.891970538,1133195.35244866,452213.460478122
"247","Southern Africa","Secondary_vegetation","Sub_Region","2020_2030",354239.553064381,390322.981521695,36083.428457314
"248","Southern Africa","Secondary_vegetation","Sub_Region","2020_2050",354239.553064381,569566.998074564,215327.445010183
"249","Southern Africa","Secondary_vegetation","Sub_Region","2020_2070",354239.553064381,471369.652575468,117130.099511087
"250","West Africa","Secondary_vegetation","Sub_Region","2020_2030",400630.903362096,837399.812437715,436768.909075619
"251","West Africa","Secondary_vegetation","Sub_Region","2020_2050",400630.903362096,741189.247675012,340558.344312917
"252","West Africa","Secondary_vegetation","Sub_Region","2020_2070",400630.903362096,688329.771030578,287698.867668482
"253","Western Asia","Secondary_vegetation","Sub_Region","2020_2030",16273.9896201236,242090.991483601,225817.001863478
"254","Western Asia","Secondary_vegetation","Sub_Region","2020_2050",16273.9896201236,246147.353497854,229873.36387773
"255","Western Asia","Secondary_vegetation","Sub_Region","2020_2070",16273.9896201236,257081.543772672,240807.554152549
"256","Antarctica","Permanent_crops","Sub_Region","2020_2030",0,0,0
"257","Antarctica","Permanent_crops","Sub_Region","2020_2050",0,0,0
"258","Antarctica","Permanent_crops","Sub_Region","2020_2070",0,0,0
"259","Caribbean","Permanent_crops","Sub_Region","2020_2030",0,54200.3309569329,54200.3309569329
"260","Caribbean","Permanent_crops","Sub_Region","2020_2050",0,60786.0808663504,60786.0808663504
"261","Caribbean","Permanent_crops","Sub_Region","2020_2070",0,68530.0003607617,68530.0003607617
"262","Central Africa","Permanent_crops","Sub_Region","2020_2030",0,389710.041373006,389710.041373006
"263","Central Africa","Permanent_crops","Sub_Region","2020_2050",0,504242.570482175,504242.570482175
"264","Central Africa","Permanent_crops","Sub_Region","2020_2070",0,586439.317491631,586439.317491631
"265","Central Asia","Permanent_crops","Sub_Region","2020_2030",0,0,0
"266","Central Asia","Permanent_crops","Sub_Region","2020_2050",0,0,0
"267","Central Asia","Permanent_crops","Sub_Region","2020_2070",0,0,0
"268","Central and Western Europe","Permanent_crops","Sub_Region","2020_2030",0,0,0
"269","Central and Western Europe","Permanent_crops","Sub_Region","2020_2050",0,0,0
"270","Central and Western Europe","Permanent_crops","Sub_Region","2020_2070",0,0,0
"271","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2030",0,598780.823841331,598780.823841331
"272","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2050",0,847264.471586039,847264.471586039
"273","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2070",0,1039353.31315603,1039353.31315603
"274","Eastern Europe","Permanent_crops","Sub_Region","2020_2030",0,0,0
"275","Eastern Europe","Permanent_crops","Sub_Region","2020_2050",0,0,0
"276","Eastern Europe","Permanent_crops","Sub_Region","2020_2070",0,0,0
"277","Mesoamerica","Permanent_crops","Sub_Region","2020_2030",0,276964.15572777,276964.15572777
"278","Mesoamerica","Permanent_crops","Sub_Region","2020_2050",0,327141.673919039,327141.673919039
"279","Mesoamerica","Permanent_crops","Sub_Region","2020_2070",0,322894.211692843,322894.211692843
"280","North Africa","Permanent_crops","Sub_Region","2020_2030",0,326637.406483974,326637.406483974
"281","North Africa","Permanent_crops","Sub_Region","2020_2050",0,412425.644572909,412425.644572909
"282","North Africa","Permanent_crops","Sub_Region","2020_2070",0,498004.641382676,498004.641382676
"283","North America","Permanent_crops","Sub_Region","2020_2030",0,19091.9791370738,19091.9791370738
"284","North America","Permanent_crops","Sub_Region","2020_2050",0,25285.033572136,25285.033572136
"285","North America","Permanent_crops","Sub_Region","2020_2070",0,33228.7249849461,33228.7249849461
"286","North-East Asia","Permanent_crops","Sub_Region","2020_2030",0,72968.1030404728,72968.1030404728
"287","North-East Asia","Permanent_crops","Sub_Region","2020_2050",0,71535.7210530887,71535.7210530887
"288","North-East Asia","Permanent_crops","Sub_Region","2020_2070",0,338974.622687741,338974.622687741
"289","Oceania","Permanent_crops","Sub_Region","2020_2030",0,92315.0952785176,92315.0952785176
"290","Oceania","Permanent_crops","Sub_Region","2020_2050",0,171023.898001824,171023.898001824
