"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"123","North America","Urban","Sub_Region","2020_2070",244961.294831706,411126.581240305,166165.286408599
"124","North-East Asia","Urban","Sub_Region","2020_2030",93123.8080949167,108262.773053099,15138.9649581821
"125","North-East Asia","Urban","Sub_Region","2020_2050",93123.8080949167,132900.683184803,39776.8750898865
"126","North-East Asia","Urban","Sub_Region","2020_2070",93123.8080949167,117533.92171723,24410.1136223134
"127","Oceania","Urban","Sub_Region","2020_2030",22429.7105818539,26697.659066953,4267.94848509907
"128","Oceania","Urban","Sub_Region","2020_2050",22429.7105818539,35271.8015665555,12842.0909847016
"129","Oceania","Urban","Sub_Region","2020_2070",22429.7105818539,37546.8331679215,15117.1225860675
"130","South America","Urban","Sub_Region","2020_2030",59007.5694052493,68719.6271717983,9712.05776654899
"131","South America","Urban","Sub_Region","2020_2050",59007.5694052493,83891.6844770286,24884.1150717793
"132","South America","Urban","Sub_Region","2020_2070",59007.5694052493,80799.7011951633,21792.1317899141
"133","South Asia","Urban","Sub_Region","2020_2030",48995.7168352147,69185.0165828552,20189.2997476405
"134","South Asia","Urban","Sub_Region","2020_2050",48995.7168352147,113207.04549927,64211.3286640557
"135","South Asia","Urban","Sub_Region","2020_2070",48995.7168352147,117288.054170106,68292.3373348915
"136","South-East Asia","Urban","Sub_Region","2020_2030",35449.7122145355,47233.0555963776,11783.3433818421
"137","South-East Asia","Urban","Sub_Region","2020_2050",35449.7122145355,73676.6973497054,38226.9851351699
"138","South-East Asia","Urban","Sub_Region","2020_2070",35449.7122145355,77363.8970453177,41914.1848307822
"139","Southern Africa","Urban","Sub_Region","2020_2030",16206.1384741271,22826.931993826,6620.79351969896
"140","Southern Africa","Urban","Sub_Region","2020_2050",16206.1384741271,38402.4629913648,22196.3245172377
"141","Southern Africa","Urban","Sub_Region","2020_2070",16206.1384741271,48229.0821198522,32022.9436457252
"142","West Africa","Urban","Sub_Region","2020_2030",22322.6132963296,32108.0847354794,9785.47143914989
"143","West Africa","Urban","Sub_Region","2020_2050",22322.6132963296,55686.534885099,33363.9215887694
"144","West Africa","Urban","Sub_Region","2020_2070",22322.6132963296,67993.8797952091,45671.2664988795
"145","Western Asia","Urban","Sub_Region","2020_2030",19878.1529156872,25633.1686484628,5755.0157327756
"146","Western Asia","Urban","Sub_Region","2020_2050",19878.1529156872,37273.2233930026,17395.0704773155
"147","Western Asia","Urban","Sub_Region","2020_2070",19878.1529156872,40224.3057081944,20346.1527925072
"148","Antarctica","Cropland","Sub_Region","2020_2030",0,0,0
"149","Antarctica","Cropland","Sub_Region","2020_2050",0,0,0
"150","Antarctica","Cropland","Sub_Region","2020_2070",0,0,0
"151","Caribbean","Cropland","Sub_Region","2020_2030",72975.5935616443,19674.2725049908,-53301.3210566535
"152","Caribbean","Cropland","Sub_Region","2020_2050",72975.5935616443,13030.0554816731,-59945.5380799712
"153","Caribbean","Cropland","Sub_Region","2020_2070",72975.5935616443,2771.2183270366,-70204.3752346077
"154","Central Africa","Cropland","Sub_Region","2020_2030",300094.420812916,41275.1191926119,-258819.301620304
"155","Central Africa","Cropland","Sub_Region","2020_2050",300094.420812916,15338.3390528283,-284756.081760088
"156","Central Africa","Cropland","Sub_Region","2020_2070",300094.420812916,1359.80860368037,-298734.612209236
"157","Central Asia","Cropland","Sub_Region","2020_2030",384509.175536954,401558.897089504,17049.7215525502
"158","Central Asia","Cropland","Sub_Region","2020_2050",384509.175536954,450585.747571977,66076.5720350232
"159","Central Asia","Cropland","Sub_Region","2020_2070",384509.175536954,408296.05258395,23786.8770469958
"160","Central and Western Europe","Cropland","Sub_Region","2020_2030",1525147.7486994,1672913.08353184,147765.334832434
"161","Central and Western Europe","Cropland","Sub_Region","2020_2050",1525147.7486994,1478576.72787259,-46571.0208268131
"162","Central and Western Europe","Cropland","Sub_Region","2020_2070",1525147.7486994,1390047.06707545,-135100.681623949
"163","East Africa and adjacent islands","Cropland","Sub_Region","2020_2030",646235.018311547,195586.374319485,-450648.643992063
"164","East Africa and adjacent islands","Cropland","Sub_Region","2020_2050",646235.018311547,238965.900711439,-407269.117600108
"165","East Africa and adjacent islands","Cropland","Sub_Region","2020_2070",646235.018311547,120160.735236395,-526074.283075152
"166","Eastern Europe","Cropland","Sub_Region","2020_2030",1728652.97517683,1840112.73154762,111459.756370787
"167","Eastern Europe","Cropland","Sub_Region","2020_2050",1728652.97517683,1664237.84194892,-64415.1332279062
"168","Eastern Europe","Cropland","Sub_Region","2020_2070",1728652.97517683,1652700.30022182,-75952.67495501
"169","Mesoamerica","Cropland","Sub_Region","2020_2030",343041.331496618,139907.259241939,-203134.072254679
"170","Mesoamerica","Cropland","Sub_Region","2020_2050",343041.331496618,77201.136868605,-265840.194628013
"171","Mesoamerica","Cropland","Sub_Region","2020_2070",343041.331496618,71917.9631240565,-271123.368372562
"172","North Africa","Cropland","Sub_Region","2020_2030",595528.362532349,415266.875677722,-180261.486854627
"173","North Africa","Cropland","Sub_Region","2020_2050",595528.362532349,393044.349250601,-202484.013281747
"174","North Africa","Cropland","Sub_Region","2020_2070",595528.362532349,344141.061137003,-251387.301395346
"175","North America","Cropland","Sub_Region","2020_2030",2109758.57309843,2301207.11619076,191448.543092323
"176","North America","Cropland","Sub_Region","2020_2050",2109758.57309843,1984568.1514865,-125190.421611937
"177","North America","Cropland","Sub_Region","2020_2070",2109758.57309843,1929425.97648364,-180332.596614789
"178","North-East Asia","Cropland","Sub_Region","2020_2030",1408483.45356268,1370346.90694447,-38136.5466182048
"179","North-East Asia","Cropland","Sub_Region","2020_2050",1408483.45356268,1263915.09107648,-144568.362486195
"180","North-East Asia","Cropland","Sub_Region","2020_2070",1408483.45356268,1093739.46672021,-314743.986842468
"181","Oceania","Cropland","Sub_Region","2020_2030",518912.885020448,508147.715509589,-10765.1695108592
"182","Oceania","Cropland","Sub_Region","2020_2050",518912.885020448,466184.889015928,-52727.9960045199
"183","Oceania","Cropland","Sub_Region","2020_2070",518912.885020448,426765.829821864,-92147.0551985837
"184","South America","Cropland","Sub_Region","2020_2030",1687252.2039913,596857.66306454,-1090394.54092676
"185","South America","Cropland","Sub_Region","2020_2050",1687252.2039913,448817.450440717,-1238434.75355059
"186","South America","Cropland","Sub_Region","2020_2070",1687252.2039913,432198.411932978,-1255053.79205833
"187","South Asia","Cropland","Sub_Region","2020_2030",2475889.9198133,2087052.04885009,-388837.87096321
"188","South Asia","Cropland","Sub_Region","2020_2050",2475889.9198133,1917225.31603747,-558664.603775827
"189","South Asia","Cropland","Sub_Region","2020_2070",2475889.9198133,1142400.23900902,-1333489.68080428
"190","South-East Asia","Cropland","Sub_Region","2020_2030",1216864.85406864,475956.521441345,-740908.332627298
"191","South-East Asia","Cropland","Sub_Region","2020_2050",1216864.85406864,314017.572562664,-902847.281505979
"192","South-East Asia","Cropland","Sub_Region","2020_2070",1216864.85406864,23470.3450125446,-1193394.5090561
"193","Southern Africa","Cropland","Sub_Region","2020_2030",379814.999466095,142797.325373506,-237017.674092589
"194","Southern Africa","Cropland","Sub_Region","2020_2050",379814.999466095,284752.516051718,-95062.483414377
"195","Southern Africa","Cropland","Sub_Region","2020_2070",379814.999466095,170584.087818698,-209230.911647396
"196","West Africa","Cropland","Sub_Region","2020_2030",1083554.24768543,138198.23715493,-945356.010530496
"197","West Africa","Cropland","Sub_Region","2020_2050",1083554.24768543,42219.5850625324,-1041334.66262289
"198","West Africa","Cropland","Sub_Region","2020_2070",1083554.24768543,16589.4788997786,-1066964.76878565
"199","Western Asia","Cropland","Sub_Region","2020_2030",147039.947535604,153597.832485485,6557.88494988176
"200","Western Asia","Cropland","Sub_Region","2020_2050",147039.947535604,162795.895638812,15755.9481032082
"201","Western Asia","Cropland","Sub_Region","2020_2070",147039.947535604,155170.553537891,8130.60600228712
"202","Antarctica","Secondary_vegetation","Sub_Region","2020_2030",0,0,0
"203","Antarctica","Secondary_vegetation","Sub_Region","2020_2050",0,0,0
"204","Antarctica","Secondary_vegetation","Sub_Region","2020_2070",0,0,0
"205","Caribbean","Secondary_vegetation","Sub_Region","2020_2030",15799.128971851,43397.3500889088,27598.2211170578
"206","Caribbean","Secondary_vegetation","Sub_Region","2020_2050",15799.128971851,49091.0470210191,33291.9180491681
"207","Caribbean","Secondary_vegetation","Sub_Region","2020_2070",15799.128971851,47001.3248173707,31202.1958455197
"208","Central Africa","Secondary_vegetation","Sub_Region","2020_2030",722275.091564362,1044310.22636983,322035.134805463
"209","Central Africa","Secondary_vegetation","Sub_Region","2020_2050",722275.091564362,1081182.70841891,358907.616854549
"210","Central Africa","Secondary_vegetation","Sub_Region","2020_2070",722275.091564362,1112541.71516864,390266.623604278
"211","Central Asia","Secondary_vegetation","Sub_Region","2020_2030",163536.193640002,385852.508533962,222316.314893961
"212","Central Asia","Secondary_vegetation","Sub_Region","2020_2050",163536.193640002,391966.485466531,228430.291826529
"213","Central Asia","Secondary_vegetation","Sub_Region","2020_2070",163536.193640002,414944.300494791,251408.106854789
"214","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2030",1858325.72593165,2621881.95585017,763556.229918518
"215","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2050",1858325.72593165,3132556.63855965,1274230.912628
"216","Central and Western Europe","Secondary_vegetation","Sub_Region","2020_2070",1858325.72593165,3379436.54892612,1521110.82299448
"217","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2030",402850.746799863,766313.719273692,363462.972473829
"218","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2050",402850.746799863,794437.136727383,391586.389927521
"219","East Africa and adjacent islands","Secondary_vegetation","Sub_Region","2020_2070",402850.746799863,948650.669393813,545799.92259395
"220","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2030",1717794.37202441,2343925.59893671,626131.2269123
"221","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2050",1717794.37202441,3187530.72265862,1469736.35063422
"222","Eastern Europe","Secondary_vegetation","Sub_Region","2020_2070",1717794.37202441,3375217.03710333,1657422.66507892
"223","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2030",107871.097721673,236971.413141639,129100.315419966
"224","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2050",107871.097721673,401895.065385281,294023.967663608
"225","Mesoamerica","Secondary_vegetation","Sub_Region","2020_2070",107871.097721673,369992.670694181,262121.572972508
"226","North Africa","Secondary_vegetation","Sub_Region","2020_2030",104909.342275483,248338.336362016,143428.994086533
"227","North Africa","Secondary_vegetation","Sub_Region","2020_2050",104909.342275483,409137.032617368,304227.690341885
"228","North Africa","Secondary_vegetation","Sub_Region","2020_2070",104909.342275483,438455.882685782,333546.540410299
"229","North America","Secondary_vegetation","Sub_Region","2020_2030",2079664.23635427,3958140.38998505,1878476.15363079
"230","North America","Secondary_vegetation","Sub_Region","2020_2050",2079664.23635427,5394234.0138532,3314569.77749893
"231","North America","Secondary_vegetation","Sub_Region","2020_2070",2079664.23635427,5994483.26549256,3914819.02913829
"232","North-East Asia","Secondary_vegetation","Sub_Region","2020_2030",1189574.66009376,2508616.83260865,1319042.17251489
"233","North-East Asia","Secondary_vegetation","Sub_Region","2020_2050",1189574.66009376,2980191.90013996,1790617.2400462
"234","North-East Asia","Secondary_vegetation","Sub_Region","2020_2070",1189574.66009376,3538006.83055372,2348432.17045996
"235","Oceania","Secondary_vegetation","Sub_Region","2020_2030",831795.298742825,964633.7745363,132838.475793475
"236","Oceania","Secondary_vegetation","Sub_Region","2020_2050",831795.298742825,1070246.60289187,238451.304149042
"237","Oceania","Secondary_vegetation","Sub_Region","2020_2070",831795.298742825,1089948.01728631,258152.718543482
"238","South America","Secondary_vegetation","Sub_Region","2020_2030",1663971.02440686,2604665.42734287,940694.402936003
"239","South America","Secondary_vegetation","Sub_Region","2020_2050",1663971.02440686,3376169.50370458,1712198.47929772
"240","South America","Secondary_vegetation","Sub_Region","2020_2070",1663971.02440686,3283890.44043875,1619919.41603189
"241","South Asia","Secondary_vegetation","Sub_Region","2020_2030",809919.73352856,1161064.60341882,351144.869890262
"242","South Asia","Secondary_vegetation","Sub_Region","2020_2050",809919.73352856,1342517.55524588,532597.82171732
"243","South Asia","Secondary_vegetation","Sub_Region","2020_2070",809919.73352856,1424543.15933287,614623.425804305
"244","South-East Asia","Secondary_vegetation","Sub_Region","2020_2030",680981.891970538,872721.340985561,191739.449015024
"245","South-East Asia","Secondary_vegetation","Sub_Region","2020_2050",680981.891970538,1156191.18591147,475209.293940933
"246","South-East Asia","Secondary_vegetation","Sub_Region","2020_2070",680981.891970538,1256293.13649356,575311.244523019
"247","Southern Africa","Secondary_vegetation","Sub_Region","2020_2030",354239.553064381,518092.683550715,163853.130486334
"248","Southern Africa","Secondary_vegetation","Sub_Region","2020_2050",354239.553064381,811092.971915567,456853.418851186
"249","Southern Africa","Secondary_vegetation","Sub_Region","2020_2070",354239.553064381,1154000.25961037,799760.706545991
"250","West Africa","Secondary_vegetation","Sub_Region","2020_2030",400630.903362096,784070.261103285,383439.357741189
"251","West Africa","Secondary_vegetation","Sub_Region","2020_2050",400630.903362096,923472.211057129,522841.307695033
"252","West Africa","Secondary_vegetation","Sub_Region","2020_2070",400630.903362096,864778.794479459,464147.891117363
"253","Western Asia","Secondary_vegetation","Sub_Region","2020_2030",16273.9896201236,126598.251566386,110324.261946262
"254","Western Asia","Secondary_vegetation","Sub_Region","2020_2050",16273.9896201236,133272.669459325,116998.679839201
"255","Western Asia","Secondary_vegetation","Sub_Region","2020_2070",16273.9896201236,139767.763434055,123493.773813931
"256","Antarctica","Permanent_crops","Sub_Region","2020_2030",0,0,0
"257","Antarctica","Permanent_crops","Sub_Region","2020_2050",0,0,0
"258","Antarctica","Permanent_crops","Sub_Region","2020_2070",0,0,0
"259","Caribbean","Permanent_crops","Sub_Region","2020_2030",0,50491.5665599846,50491.5665599846
"260","Caribbean","Permanent_crops","Sub_Region","2020_2050",0,55815.972618109,55815.972618109
"261","Caribbean","Permanent_crops","Sub_Region","2020_2070",0,65733.172455426,65733.172455426
"262","Central Africa","Permanent_crops","Sub_Region","2020_2030",0,369495.958009672,369495.958009672
"263","Central Africa","Permanent_crops","Sub_Region","2020_2050",0,460907.164081991,460907.164081991
"264","Central Africa","Permanent_crops","Sub_Region","2020_2070",0,521015.582056336,521015.582056336
"265","Central Asia","Permanent_crops","Sub_Region","2020_2030",0,0,0
"266","Central Asia","Permanent_crops","Sub_Region","2020_2050",0,0,0
"267","Central Asia","Permanent_crops","Sub_Region","2020_2070",0,0,0
"268","Central and Western Europe","Permanent_crops","Sub_Region","2020_2030",0,0,0
"269","Central and Western Europe","Permanent_crops","Sub_Region","2020_2050",0,0,0
"270","Central and Western Europe","Permanent_crops","Sub_Region","2020_2070",0,0,0
"271","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2030",0,495311.910574331,495311.910574331
"272","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2050",0,649098.388751245,649098.388751245
"273","East Africa and adjacent islands","Permanent_crops","Sub_Region","2020_2070",0,774199.873393194,774199.873393194
"274","Eastern Europe","Permanent_crops","Sub_Region","2020_2030",0,0,0
"275","Eastern Europe","Permanent_crops","Sub_Region","2020_2050",0,0,0
"276","Eastern Europe","Permanent_crops","Sub_Region","2020_2070",0,0,0
"277","Mesoamerica","Permanent_crops","Sub_Region","2020_2030",0,251393.935640271,251393.935640271
"278","Mesoamerica","Permanent_crops","Sub_Region","2020_2050",0,290320.314029927,290320.314029927
"279","Mesoamerica","Permanent_crops","Sub_Region","2020_2070",0,299216.543926536,299216.543926536
"280","North Africa","Permanent_crops","Sub_Region","2020_2030",0,319857.014806469,319857.014806469
"281","North Africa","Permanent_crops","Sub_Region","2020_2050",0,409840.166911713,409840.166911713
"282","North Africa","Permanent_crops","Sub_Region","2020_2070",0,437844.291315978,437844.291315978
"283","North America","Permanent_crops","Sub_Region","2020_2030",0,16247.2996105415,16247.2996105415
"284","North America","Permanent_crops","Sub_Region","2020_2050",0,16618.3866981271,16618.3866981271
"285","North America","Permanent_crops","Sub_Region","2020_2070",0,17034.6994568522,17034.6994568522
"286","North-East Asia","Permanent_crops","Sub_Region","2020_2030",0,48694.6324259355,48694.6324259355
"287","North-East Asia","Permanent_crops","Sub_Region","2020_2050",0,49861.0929968984,49861.0929968984
"288","North-East Asia","Permanent_crops","Sub_Region","2020_2070",0,107499.393006673,107499.393006673
"289","Oceania","Permanent_crops","Sub_Region","2020_2030",0,62059.0191294979,62059.0191294979
